TagsConcatenated,ProjectName,AssigneeLogin,Complexity,EstimationError,SuccessGrade,IssueType,Summary,ReviewRefuses,TestRefuses,IdReadable
DevOps,Average project,Rafael_Welch,Middle,-0.02,4,Bug,sample,2,1,AVG-0299
React,Average project,James_Taylor,Senior,0,4,Bug,sample,0,2,AVG-0300
DevOps,Average project,Ron_Alexander,Junior,0.19,4,Bug,sample,2,1,AVG-0301
"Dotnet,Postgres",Average project,Joe_Cobb,Junior,-0.09,4,Feature,sample,1,1,AVG-0302
Dotnet,Average project,Rafael_Welch,Junior,0.06,4,Feature,sample,2,1,AVG-0303
DevOps,Average project,Adam_Lucas,Middle,0.16,4,Bug,sample,0,2,AVG-0304
DevOps,Average project,James_Taylor,Middle,-0.01,4,Feature,sample,1,1,AVG-0305
Dotnet,Average project,Dale_Marshall,Senior,0.07,4,Task,sample,0,1,AVG-0306
Dotnet,Average project,Adam_Lucas,Senior,0.03,4,Task,sample,2,1,AVG-0307
React,Average project,Joe_Cobb,Middle,0.17,4,Task,sample,0,1,AVG-0308
"Dotnet,React",Average project,Adam_Lucas,Middle,-0.03,4,Feature,sample,0,1,AVG-0309
React,Average project,Dale_Marshall,Middle,-0.07,4,Feature,sample,0,2,AVG-0310
Dotnet,Average project,Ron_Alexander,Middle,0.07,4,Bug,sample,2,1,AVG-0311
DevOps,Average project,Dale_Marshall,Junior,0.08,4,Task,sample,0,0,AVG-0312
"Dotnet,Postgres",Average project,Rafael_Welch,Middle,0.15,4,Feature,sample,1,1,AVG-0313
"DevOps,Postgres",Average project,Rafael_Welch,Middle,0.13,4,Task,sample,0,1,AVG-0314
React,Average project,Rafael_Welch,Middle,0.16,4,Bug,sample,1,1,AVG-0315
"Dotnet,Postgres",Average project,Dale_Marshall,Middle,-0.06,4,Bug,sample,1,1,AVG-0316
Dotnet,Average project,Rafael_Welch,Middle,-0.01,4,Bug,sample,1,1,AVG-0317
React,Average project,Joe_Cobb,Senior,-0.08,4,Feature,sample,0,1,AVG-0318
DevOps,Average project,Dale_Marshall,Junior,0.02,4,Task,sample,2,1,AVG-0319
Dotnet,Average project,Adam_Lucas,Senior,0.12,4,Bug,sample,0,1,AVG-0320
Dotnet,Average project,Rafael_Welch,Middle,0.1,4,Feature,sample,1,1,AVG-0321
DevOps,Average project,Ron_Alexander,Junior,0.13,4,Feature,sample,2,1,AVG-0322
"DevOps,Postgres",Average project,Adam_Lucas,Middle,0.08,4,Bug,sample,0,1,AVG-0323
Dotnet,Average project,Dale_Marshall,Middle,0.15,4,Task,sample,0,0,AVG-0324
"Dotnet,Postgres",Average project,Rafael_Welch,Middle,0.03,4,Feature,sample,1,1,AVG-0325
"Dotnet,Postgres",Average project,Ron_Alexander,Senior,0.01,4,Task,sample,0,1,AVG-0326
"Dotnet,Postgres",Average project,Dale_Marshall,Middle,-0.08,4,Task,sample,1,1,AVG-0327
React,Average project,Adam_Lucas,Senior,0.16,4,Feature,sample,0,0,AVG-0328
DevOps,Average project,James_Taylor,Junior,0.11,4,Bug,sample,2,1,AVG-0329
React,Average project,Joe_Cobb,Junior,-0.06,4,Task,sample,1,1,AVG-0330
React,Average project,Dale_Marshall,Junior,-0.02,4,Task,sample,1,1,AVG-0331
Dotnet,Average project,Rafael_Welch,Senior,-0.05,4,Feature,sample,0,2,AVG-0332
Dotnet,Average project,Mark_Davis,Middle,0.16,4,Task,sample,2,1,AVG-0333
Dotnet,Average project,Adam_Lucas,Middle,0.19,4,Feature,sample,1,1,AVG-0334
React,Average project,Dale_Marshall,Middle,-0.03,4,Bug,sample,2,1,AVG-0335
React,Average project,Mark_Davis,Senior,-0.01,4,Feature,sample,1,1,AVG-0336
Dotnet,Average project,Dale_Marshall,Junior,0.15,4,Feature,sample,1,1,AVG-0337
"DevOps,Postgres",Average project,Mark_Davis,Middle,0.08,4,Bug,sample,2,1,AVG-0338
DevOps,Average project,Ron_Alexander,Junior,0.07,4,Feature,sample,0,0,AVG-0339
"Dotnet,Postgres",Average project,Ron_Alexander,Senior,-0.05,4,Task,sample,0,2,AVG-0340
React,Average project,Dale_Marshall,Senior,0.09,4,Task,sample,2,1,AVG-0341
"Dotnet,Postgres",Average project,Dale_Marshall,Junior,0.07,4,Feature,sample,2,1,AVG-0342
"DevOps,Postgres",Average project,Rafael_Welch,Junior,0.11,4,Bug,sample,2,1,AVG-0343
Dotnet,Average project,Rafael_Welch,Middle,0.02,4,Bug,sample,2,1,AVG-0344
"Dotnet,React",Average project,Adam_Lucas,Senior,0.15,4,Feature,sample,1,1,AVG-0345
DevOps,Average project,Dale_Marshall,Middle,0.1,4,Bug,sample,1,1,AVG-0346
"DevOps,Postgres",Average project,Adam_Lucas,Middle,0.14,4,Bug,sample,0,1,AVG-0347
Dotnet,Average project,Mark_Davis,Middle,0.06,4,Feature,sample,2,1,AVG-0348
React,Average project,James_Taylor,Middle,0.03,4,Bug,sample,0,0,AVG-0349
React,Average project,James_Taylor,Junior,0.17,4,Bug,sample,0,1,AVG-0350
"Dotnet,Postgres",Average project,Ron_Alexander,Middle,0,4,Feature,sample,1,1,AVG-0351
React,Average project,James_Taylor,Middle,0.04,4,Bug,sample,0,2,AVG-0352
Dotnet,Average project,Dale_Marshall,Middle,0.17,4,Task,sample,2,1,AVG-0353
Dotnet,Average project,James_Taylor,Middle,0.17,4,Bug,sample,2,1,AVG-0354
"Dotnet,React",Average project,Rafael_Welch,Middle,-0.04,4,Feature,sample,0,1,AVG-0355
React,Average project,James_Taylor,Junior,0.18,4,Bug,sample,1,1,AVG-0356
React,Average project,Adam_Lucas,Middle,-0.01,4,Feature,sample,2,1,AVG-0357
"Dotnet,React",Average project,Adam_Lucas,Junior,0.19,4,Feature,sample,1,1,AVG-0358
Dotnet,Average project,Joe_Cobb,Middle,0.02,4,Bug,sample,2,1,AVG-0359
"DevOps,Postgres",Average project,Dale_Marshall,Senior,-0.04,4,Bug,sample,0,2,AVG-0360
"Dotnet,Postgres",Average project,Rafael_Welch,Middle,0,4,Feature,sample,2,1,AVG-0361
"Dotnet,Postgres",Average project,Joe_Cobb,Senior,-0.01,4,Task,sample,1,1,AVG-0362
"Dotnet,Postgres",Average project,James_Taylor,Middle,0.11,4,Feature,sample,1,1,AVG-0363
"Dotnet,Postgres",Average project,Mark_Davis,Middle,-0.07,4,Bug,sample,2,1,AVG-0364
Dotnet,Average project,Mark_Davis,Middle,0.18,4,Bug,sample,0,0,AVG-0365
"DevOps,Postgres",Average project,Joe_Cobb,Junior,0.19,4,Bug,sample,1,1,AVG-0366
"Dotnet,Postgres",Average project,Ron_Alexander,Middle,0.15,4,Feature,sample,0,0,AVG-0367
DevOps,Average project,Ron_Alexander,Junior,-0.08,4,Task,sample,0,0,AVG-0368
"Dotnet,Postgres",Average project,Joe_Cobb,Senior,0.17,4,Feature,sample,1,1,AVG-0369
"Dotnet,Postgres",Average project,Dale_Marshall,Middle,0.09,4,Task,sample,2,1,AVG-0370
React,Average project,James_Taylor,Senior,0.01,4,Bug,sample,0,0,AVG-0371
Dotnet,Average project,Dale_Marshall,Middle,0.1,4,Feature,sample,2,1,AVG-0372
Dotnet,Average project,James_Taylor,Junior,0.14,4,Feature,sample,1,1,AVG-0373
Dotnet,Average project,Dale_Marshall,Middle,0.18,4,Feature,sample,1,1,AVG-0374
React,Average project,Rafael_Welch,Middle,-0.1,4,Task,sample,0,0,AVG-0375
Dotnet,Average project,Rafael_Welch,Middle,0.11,4,Bug,sample,2,1,AVG-0376
Dotnet,Average project,Rafael_Welch,Senior,0.03,4,Bug,sample,1,1,AVG-0377
Dotnet,Average project,Joe_Cobb,Junior,-0.08,4,Feature,sample,2,1,AVG-0378
Dotnet,Average project,Dale_Marshall,Middle,-0.02,4,Task,sample,1,1,AVG-0379
React,Average project,Ron_Alexander,Senior,0.14,4,Feature,sample,2,1,AVG-0380
Dotnet,Average project,Ron_Alexander,Middle,-0.02,4,Feature,sample,1,1,AVG-0381
Dotnet,Average project,Dale_Marshall,Middle,0.06,4,Feature,sample,1,1,AVG-0382
"Dotnet,React",Average project,Adam_Lucas,Junior,-0.1,4,Bug,sample,0,2,AVG-0383
"Dotnet,Postgres",Average project,Ron_Alexander,Middle,0.14,4,Bug,sample,2,1,AVG-0384
React,Average project,Joe_Cobb,Senior,0.02,4,Bug,sample,2,1,AVG-0385
DevOps,Average project,James_Taylor,Junior,0.06,4,Feature,sample,0,1,AVG-0386
DevOps,Average project,Dale_Marshall,Junior,-0.01,4,Feature,sample,1,1,AVG-0387
React,Average project,James_Taylor,Junior,-0.05,4,Feature,sample,2,1,AVG-0388
"Dotnet,React",Average project,Adam_Lucas,Middle,-0.09,4,Bug,sample,0,2,AVG-0389
Dotnet,Average project,Dale_Marshall,Middle,0.08,4,Feature,sample,1,1,AVG-0390
React,Average project,Dale_Marshall,Middle,-0.09,4,Task,sample,2,1,AVG-0391
"Dotnet,React",Average project,Rafael_Welch,Junior,-0.06,4,Bug,sample,1,1,AVG-0392
React,Average project,Rafael_Welch,Senior,0.09,4,Feature,sample,0,0,AVG-0393
React,Average project,Ron_Alexander,Junior,0.07,4,Feature,sample,2,1,AVG-0394
DevOps,Average project,James_Taylor,Junior,-0.02,4,Bug,sample,2,1,AVG-0395
Dotnet,Average project,James_Taylor,Middle,0.02,4,Bug,sample,0,1,AVG-0396
Dotnet,Average project,Joe_Cobb,Senior,0.13,4,Feature,sample,0,1,AVG-0397
"DevOps,Postgres",Average project,Mark_Davis,Junior,-0.04,4,Feature,sample,0,1,AVG-0398
DevOps,Average project,Joe_Cobb,Junior,0.1,4,Bug,sample,0,1,AVG-0399
React,Average project,Joe_Cobb,Senior,0.16,4,Bug,sample,2,1,AVG-0400
"Dotnet,Postgres",Average project,Dale_Marshall,Middle,0.01,4,Feature,sample,2,1,AVG-0401
Dotnet,Average project,Mark_Davis,Junior,0.14,4,Task,sample,2,1,AVG-0402
Dotnet,Average project,Ron_Alexander,Junior,-0.07,4,Task,sample,1,1,AVG-0403
Dotnet,Average project,Mark_Davis,Junior,0.15,4,Feature,sample,2,1,AVG-0404
Dotnet,Average project,Ron_Alexander,Middle,-0.05,4,Feature,sample,0,1,AVG-0405
Dotnet,Average project,Mark_Davis,Middle,-0.06,4,Feature,sample,2,1,AVG-0406
Dotnet,Average project,Ron_Alexander,Middle,0.07,4,Task,sample,0,0,AVG-0407
Dotnet,Average project,Mark_Davis,Middle,-0.04,4,Bug,sample,1,1,AVG-0408
Dotnet,Average project,Mark_Davis,Middle,0.11,4,Feature,sample,2,1,AVG-0409
Dotnet,Average project,James_Taylor,Junior,0.12,4,Feature,sample,0,0,AVG-0410
DevOps,Average project,Ron_Alexander,Senior,-0.09,4,Feature,sample,0,1,AVG-0411
Dotnet,Average project,Mark_Davis,Middle,0.12,4,Bug,sample,1,1,AVG-0412
React,Average project,Rafael_Welch,Junior,-0.08,4,Feature,sample,0,1,AVG-0413
Dotnet,Average project,Ron_Alexander,Junior,0.09,4,Feature,sample,1,1,AVG-0414
React,Average project,Ron_Alexander,Middle,0.03,4,Feature,sample,1,1,AVG-0415
DevOps,Average project,Adam_Lucas,Middle,0.11,4,Feature,sample,0,1,AVG-0416
React,Average project,James_Taylor,Middle,0,4,Bug,sample,0,0,AVG-0417
"Dotnet,Postgres",Average project,Adam_Lucas,Middle,0.03,4,Feature,sample,1,1,AVG-0418
React,Average project,Mark_Davis,Middle,-0.01,4,Bug,sample,2,1,AVG-0419
Dotnet,Average project,Dale_Marshall,Middle,-0.06,4,Task,sample,1,1,AVG-0420
React,Average project,James_Taylor,Middle,0.09,4,Bug,sample,2,1,AVG-0421
"Dotnet,Postgres",Average project,Dale_Marshall,Middle,0.03,4,Bug,sample,1,1,AVG-0422
React,Average project,Joe_Cobb,Junior,0,4,Feature,sample,1,1,AVG-0423
Dotnet,Average project,Joe_Cobb,Middle,0.17,4,Feature,sample,2,1,AVG-0424
"Dotnet,Postgres",Average project,Mark_Davis,Middle,0.01,4,Feature,sample,0,1,AVG-0425
"Dotnet,Postgres",Average project,Joe_Cobb,Middle,0.16,4,Feature,sample,0,2,AVG-0426
React,Average project,Joe_Cobb,Junior,-0.05,4,Task,sample,2,1,AVG-0427
Dotnet,Average project,Dale_Marshall,Junior,0.19,4,Feature,sample,1,1,AVG-0428
React,Average project,Joe_Cobb,Middle,0.01,4,Feature,sample,0,0,AVG-0429
"Dotnet,React",Average project,Mark_Davis,Middle,-0.04,4,Bug,sample,0,0,AVG-0430
DevOps,Average project,James_Taylor,Middle,0,4,Feature,sample,0,1,AVG-0431
React,Average project,Rafael_Welch,Middle,-0.05,4,Feature,sample,2,1,AVG-0432
DevOps,Average project,Ron_Alexander,Junior,0.01,4,Bug,sample,1,1,AVG-0433
"Dotnet,React",Average project,Ron_Alexander,Junior,-0.05,4,Feature,sample,1,1,AVG-0434
DevOps,Average project,James_Taylor,Senior,0.1,4,Bug,sample,0,2,AVG-0435
Dotnet,Average project,Joe_Cobb,Middle,0.02,4,Bug,sample,2,1,AVG-0436
Dotnet,Average project,Mark_Davis,Junior,0.1,4,Feature,sample,1,1,AVG-0437
DevOps,Average project,James_Taylor,Middle,0.11,4,Feature,sample,0,0,AVG-0438
React,Average project,Dale_Marshall,Senior,0.19,4,Feature,sample,0,0,AVG-0439
"Dotnet,Postgres",Average project,James_Taylor,Middle,0.1,4,Bug,sample,0,1,AVG-0440
React,Average project,James_Taylor,Middle,0.1,4,Feature,sample,2,1,AVG-0441
Dotnet,Average project,Adam_Lucas,Junior,0.04,4,Feature,sample,1,1,AVG-0442
React,Average project,Joe_Cobb,Middle,-0.1,4,Task,sample,2,1,AVG-0443
"Dotnet,React",Average project,Ron_Alexander,Middle,0.15,4,Task,sample,0,0,AVG-0444
Dotnet,Average project,Dale_Marshall,Middle,0.15,4,Bug,sample,0,1,AVG-0445
React,Average project,Dale_Marshall,Junior,-0.03,4,Task,sample,1,1,AVG-0446
React,Average project,James_Taylor,Senior,-0.08,4,Feature,sample,0,0,AVG-0447
Dotnet,Average project,Rafael_Welch,Middle,-0.05,4,Feature,sample,0,2,AVG-0448
React,Average project,Mark_Davis,Senior,0.06,4,Feature,sample,2,1,AVG-0449
DevOps,Average project,Mark_Davis,Middle,-0.06,4,Bug,sample,2,1,AVG-0450
DevOps,Average project,Dale_Marshall,Middle,0.12,4,Feature,sample,1,1,AVG-0451
"Dotnet,Postgres",Average project,Joe_Cobb,Junior,0.13,4,Bug,sample,0,0,AVG-0452
Dotnet,Average project,Joe_Cobb,Junior,-0.06,4,Task,sample,2,1,AVG-0453
Dotnet,Average project,Joe_Cobb,Middle,0.07,4,Feature,sample,0,1,AVG-0454
Dotnet,Average project,Adam_Lucas,Senior,0.03,4,Bug,sample,1,1,AVG-0455
React,Average project,James_Taylor,Junior,0.03,4,Feature,sample,0,1,AVG-0456
Dotnet,Average project,James_Taylor,Middle,0.15,4,Task,sample,1,1,AVG-0457
DevOps,Average project,Rafael_Welch,Middle,-0.04,4,Bug,sample,1,1,AVG-0458
Dotnet,Average project,Dale_Marshall,Senior,0.08,4,Bug,sample,2,1,AVG-0459
"DevOps,Postgres",Average project,Mark_Davis,Middle,-0.05,4,Feature,sample,2,1,AVG-0460
"Dotnet,Postgres",Average project,Adam_Lucas,Middle,-0.07,4,Task,sample,2,1,AVG-0461
React,Average project,Adam_Lucas,Junior,0.19,4,Feature,sample,0,0,AVG-0462
"Dotnet,Postgres",Average project,Dale_Marshall,Senior,0.17,4,Task,sample,1,1,AVG-0463
"Dotnet,Postgres",Average project,Joe_Cobb,Middle,0.12,4,Bug,sample,2,1,AVG-0464
DevOps,Average project,Joe_Cobb,Junior,0.05,4,Feature,sample,1,1,AVG-0465
React,Average project,Dale_Marshall,Middle,-0.08,4,Feature,sample,2,1,AVG-0466
React,Average project,Rafael_Welch,Middle,0.13,4,Feature,sample,1,1,AVG-0467
React,Average project,Adam_Lucas,Junior,0.19,4,Feature,sample,0,0,AVG-0468
Dotnet,Average project,Dale_Marshall,Middle,0.08,4,Feature,sample,0,1,AVG-0469
"DevOps,Postgres",Average project,Ron_Alexander,Middle,0.14,4,Feature,sample,2,1,AVG-0470
Dotnet,Average project,Rafael_Welch,Middle,0.08,4,Feature,sample,2,1,AVG-0471
Dotnet,Average project,Ron_Alexander,Middle,-0.04,4,Bug,sample,1,1,AVG-0472
Dotnet,Average project,Rafael_Welch,Middle,0.08,4,Feature,sample,0,0,AVG-0473
React,Average project,Dale_Marshall,Junior,-0.05,4,Feature,sample,1,1,AVG-0474
React,Average project,Mark_Davis,Senior,-0.1,4,Task,sample,1,1,AVG-0475
DevOps,Average project,Mark_Davis,Middle,-0.08,4,Bug,sample,0,2,AVG-0476
"Dotnet,Postgres",Average project,Adam_Lucas,Middle,0.17,4,Bug,sample,0,1,AVG-0477
React,Average project,Mark_Davis,Junior,0.13,4,Bug,sample,1,1,AVG-0478
Dotnet,Average project,Dale_Marshall,Junior,0.13,4,Bug,sample,1,1,AVG-0479
"Dotnet,Postgres",Average project,Mark_Davis,Senior,0.19,4,Bug,sample,1,1,AVG-0480
DevOps,Average project,Adam_Lucas,Junior,-0.03,4,Bug,sample,1,1,AVG-0481
React,Average project,Ron_Alexander,Middle,-0.09,4,Bug,sample,2,1,AVG-0482
"Dotnet,Postgres",Average project,Mark_Davis,Middle,0.16,4,Feature,sample,2,1,AVG-0483
Dotnet,Average project,Dale_Marshall,Middle,0.14,4,Task,sample,2,1,AVG-0484
React,Average project,Mark_Davis,Junior,0.14,4,Feature,sample,2,1,AVG-0485
React,Average project,Adam_Lucas,Middle,0.12,4,Feature,sample,2,1,AVG-0486
DevOps,Average project,Ron_Alexander,Senior,0.08,4,Feature,sample,0,2,AVG-0487
Dotnet,Average project,Ron_Alexander,Junior,0.03,4,Feature,sample,2,1,AVG-0488
Dotnet,Average project,Adam_Lucas,Junior,-0.04,4,Task,sample,1,1,AVG-0489
"Dotnet,Postgres",Average project,Adam_Lucas,Middle,0.14,4,Feature,sample,1,1,AVG-0490
React,Average project,James_Taylor,Middle,0.14,4,Task,sample,1,1,AVG-0491
"Dotnet,Postgres",Average project,Dale_Marshall,Junior,0.01,4,Task,sample,1,1,AVG-0492
React,Average project,Dale_Marshall,Senior,0.02,4,Feature,sample,0,0,AVG-0493
"DevOps,Postgres",Average project,Ron_Alexander,Middle,0.13,4,Bug,sample,1,1,AVG-0494
Dotnet,Average project,Joe_Cobb,Middle,0.11,4,Bug,sample,2,1,AVG-0495
Dotnet,Average project,Joe_Cobb,Junior,-0.03,4,Task,sample,2,1,AVG-0496
DevOps,Average project,Joe_Cobb,Middle,0.15,4,Feature,sample,1,1,AVG-0497
"Dotnet,Postgres",Average project,Rafael_Welch,Junior,-0.07,4,Bug,sample,1,1,AVG-0498
"Dotnet,React",Average project,James_Taylor,Senior,-0.02,4,Bug,sample,2,1,AVG-0499
Dotnet,Average project,Rafael_Welch,Senior,-0.1,4,Feature,sample,1,1,AVG-0500
React,Average project,Ron_Alexander,Senior,0.25,3,Feature,sample,2,0,AVG-0501
"Dotnet,Postgres",Average project,Mark_Davis,Middle,0.04,3,Bug,sample,3,0,AVG-0502
Dotnet,Average project,Mark_Davis,Middle,-0.07,3,Feature,sample,3,0,AVG-0503
"Dotnet,Postgres",Average project,Rafael_Welch,Middle,-0.08,3,Feature,sample,1,2,AVG-0504
"Dotnet,Postgres",Average project,Dale_Marshall,Senior,-0.02,3,Task,sample,3,0,AVG-0505
React,Average project,Joe_Cobb,Middle,0.14,3,Feature,sample,2,0,AVG-0506
React,Average project,James_Taylor,Senior,-0.1,3,Bug,sample,3,0,AVG-0507
Dotnet,Average project,Adam_Lucas,Junior,-0.09,3,Feature,sample,2,1,AVG-0508
React,Average project,Dale_Marshall,Middle,0.27,3,Task,sample,3,1,AVG-0509
React,Average project,Adam_Lucas,Middle,0.15,3,Bug,sample,1,1,AVG-0510
React,Average project,Ron_Alexander,Middle,0.16,3,Feature,sample,3,1,AVG-0511
React,Average project,Adam_Lucas,Junior,0.16,3,Task,sample,1,1,AVG-0512
"DevOps,Postgres",Average project,Mark_Davis,Middle,0.08,3,Feature,sample,2,0,AVG-0513
"Dotnet,React",Average project,James_Taylor,Middle,0,3,Feature,sample,2,1,AVG-0514
React,Average project,Ron_Alexander,Middle,-0.12,3,Bug,sample,1,2,AVG-0515
React,Average project,James_Taylor,Senior,0.27,3,Feature,sample,1,2,AVG-0516
React,Average project,James_Taylor,Senior,0.26,3,Bug,sample,2,0,AVG-0517
"Dotnet,Postgres",Average project,Ron_Alexander,Middle,-0.17,3,Task,sample,3,0,AVG-0518
"Dotnet,Postgres",Average project,Joe_Cobb,Senior,-0.19,3,Feature,sample,3,0,AVG-0519
"Dotnet,Postgres",Average project,Dale_Marshall,Senior,-0.08,3,Bug,sample,2,1,AVG-0520
"Dotnet,Postgres",Average project,Mark_Davis,Junior,-0.09,3,Task,sample,2,1,AVG-0521
"DevOps,Postgres",Average project,Dale_Marshall,Senior,0.17,3,Task,sample,2,0,AVG-0522
"Dotnet,React",Average project,Adam_Lucas,Junior,0.15,3,Task,sample,2,0,AVG-0523
Dotnet,Average project,Joe_Cobb,Middle,-0.16,3,Feature,sample,1,3,AVG-0524
Dotnet,Average project,Adam_Lucas,Middle,0.26,3,Task,sample,2,1,AVG-0525
React,Average project,Dale_Marshall,Middle,-0.11,3,Bug,sample,2,1,AVG-0526
"Dotnet,Postgres",Average project,Dale_Marshall,Senior,-0.07,3,Bug,sample,3,0,AVG-0527
"DevOps,Postgres",Average project,Ron_Alexander,Senior,0.17,3,Bug,sample,2,1,AVG-0528
DevOps,Average project,Rafael_Welch,Middle,0.19,3,Feature,sample,3,0,AVG-0529
DevOps,Average project,Rafael_Welch,Senior,0.24,3,Feature,sample,3,1,AVG-0530
React,Average project,Adam_Lucas,Junior,-0.01,3,Task,sample,1,2,AVG-0531
DevOps,Average project,Dale_Marshall,Senior,-0.01,3,Bug,sample,2,1,AVG-0532
React,Average project,Mark_Davis,Middle,-0.11,3,Bug,sample,1,1,AVG-0533
"Dotnet,Postgres",Average project,Joe_Cobb,Middle,-0.11,3,Feature,sample,3,0,AVG-0534
Dotnet,Average project,Dale_Marshall,Middle,0,3,Bug,sample,2,0,AVG-0535
"DevOps,Postgres",Average project,Joe_Cobb,Junior,0.23,3,Task,sample,1,2,AVG-0536
"DevOps,Postgres",Average project,James_Taylor,Middle,0.1,3,Feature,sample,1,2,AVG-0537
Dotnet,Average project,Ron_Alexander,Junior,0.01,3,Bug,sample,2,1,AVG-0538
DevOps,Average project,Dale_Marshall,Junior,0.11,3,Task,sample,1,1,AVG-0539
DevOps,Average project,Dale_Marshall,Senior,0.25,3,Feature,sample,2,1,AVG-0540
DevOps,Average project,Adam_Lucas,Middle,0.21,3,Feature,sample,3,0,AVG-0541
"Dotnet,React",Average project,Mark_Davis,Middle,0.22,3,Bug,sample,1,2,AVG-0542
Dotnet,Average project,Rafael_Welch,Middle,-0.1,3,Bug,sample,3,1,AVG-0543
Dotnet,Average project,Rafael_Welch,Senior,-0.17,3,Bug,sample,1,1,AVG-0544
"Dotnet,React",Average project,Mark_Davis,Middle,-0.1,3,Bug,sample,2,1,AVG-0545
React,Average project,Joe_Cobb,Junior,-0.01,3,Task,sample,2,1,AVG-0546
"Dotnet,React",Average project,Mark_Davis,Middle,-0.09,3,Feature,sample,2,1,AVG-0547
Dotnet,Average project,James_Taylor,Middle,0.13,3,Task,sample,3,1,AVG-0548
"Dotnet,Postgres",Average project,James_Taylor,Middle,0.06,3,Feature,sample,1,3,AVG-0549
Dotnet,Average project,Adam_Lucas,Senior,-0.2,3,Feature,sample,3,1,AVG-0550
DevOps,Average project,Ron_Alexander,Middle,0.08,3,Feature,sample,2,1,AVG-0551
React,Average project,Ron_Alexander,Junior,-0.11,3,Bug,sample,2,1,AVG-0552
Dotnet,Average project,Adam_Lucas,Junior,0.16,3,Feature,sample,3,1,AVG-0553
DevOps,Average project,Mark_Davis,Middle,0.22,3,Task,sample,3,1,AVG-0554
React,Average project,Ron_Alexander,Middle,0.28,3,Feature,sample,1,1,AVG-0555
React,Average project,Ron_Alexander,Junior,0.06,3,Feature,sample,3,0,AVG-0556
React,Average project,Rafael_Welch,Junior,-0.04,3,Task,sample,3,0,AVG-0557
"Dotnet,React",Average project,James_Taylor,Senior,0.03,3,Feature,sample,1,1,AVG-0558
Dotnet,Average project,Adam_Lucas,Middle,0.01,3,Feature,sample,3,1,AVG-0559
DevOps,Average project,Joe_Cobb,Senior,0.05,3,Bug,sample,2,0,AVG-0560
Dotnet,Average project,Rafael_Welch,Middle,0.23,3,Feature,sample,2,0,AVG-0561
React,Average project,Joe_Cobb,Senior,-0.19,3,Bug,sample,2,1,AVG-0562
React,Average project,Rafael_Welch,Senior,0.26,3,Feature,sample,3,0,AVG-0563
React,Average project,Adam_Lucas,Junior,0.13,3,Bug,sample,2,0,AVG-0564
Dotnet,Average project,James_Taylor,Middle,0,3,Feature,sample,1,3,AVG-0565
Dotnet,Average project,Adam_Lucas,Middle,-0.14,3,Feature,sample,1,2,AVG-0566
"Dotnet,Postgres",Average project,James_Taylor,Middle,0.14,3,Feature,sample,1,2,AVG-0567
"Dotnet,Postgres",Average project,Joe_Cobb,Junior,-0.03,3,Bug,sample,3,1,AVG-0568
React,Average project,Adam_Lucas,Middle,0.04,3,Feature,sample,1,1,AVG-0569
Dotnet,Average project,Rafael_Welch,Middle,0.12,3,Bug,sample,3,1,AVG-0570
React,Average project,Dale_Marshall,Middle,0.27,3,Bug,sample,3,1,AVG-0571
"DevOps,Postgres",Average project,Adam_Lucas,Middle,-0.05,3,Task,sample,3,1,AVG-0572
DevOps,Average project,Rafael_Welch,Middle,-0.01,3,Task,sample,1,1,AVG-0573
Dotnet,Average project,Ron_Alexander,Junior,0.26,3,Feature,sample,2,1,AVG-0574
Dotnet,Average project,Mark_Davis,Middle,0.15,3,Feature,sample,3,0,AVG-0575
React,Average project,Adam_Lucas,Middle,0.28,3,Feature,sample,3,0,AVG-0576
"Dotnet,Postgres",Average project,Ron_Alexander,Junior,0.01,3,Feature,sample,1,1,AVG-0577
DevOps,Average project,Ron_Alexander,Senior,0.22,3,Task,sample,2,0,AVG-0578
React,Average project,Rafael_Welch,Middle,0.1,3,Bug,sample,1,1,AVG-0579
"Dotnet,Postgres",Average project,Ron_Alexander,Middle,0.02,3,Feature,sample,3,1,AVG-0580
"Dotnet,Postgres",Average project,Dale_Marshall,Middle,0.15,3,Bug,sample,2,0,AVG-0581
"Dotnet,Postgres",Average project,Dale_Marshall,Senior,0.26,3,Bug,sample,2,1,AVG-0582
"DevOps,Postgres",Average project,James_Taylor,Middle,0.09,3,Task,sample,3,1,AVG-0583
Dotnet,Average project,Dale_Marshall,Middle,-0.02,3,Bug,sample,2,0,AVG-0584
React,Average project,Rafael_Welch,Senior,0.26,3,Feature,sample,2,1,AVG-0585
Dotnet,Average project,Mark_Davis,Middle,-0.11,3,Feature,sample,3,0,AVG-0586
"Dotnet,React",Average project,Dale_Marshall,Middle,-0.2,3,Feature,sample,2,1,AVG-0587
Dotnet,Average project,Dale_Marshall,Senior,0.01,3,Bug,sample,3,1,AVG-0588
Dotnet,Average project,Rafael_Welch,Senior,-0.15,3,Feature,sample,1,2,AVG-0589
Dotnet,Average project,Rafael_Welch,Junior,-0.07,3,Task,sample,2,0,AVG-0590
"Dotnet,Postgres",Average project,Mark_Davis,Senior,0.07,3,Feature,sample,3,0,AVG-0591
DevOps,Average project,Mark_Davis,Junior,0.05,3,Bug,sample,3,0,AVG-0592
Dotnet,Average project,Mark_Davis,Middle,0.2,3,Bug,sample,1,2,AVG-0593
React,Average project,Joe_Cobb,Senior,0.28,3,Bug,sample,3,0,AVG-0594
